1600898804.000000, IBI
18.578125,0.562500
19.156250,0.578125
19.781250,0.625000
20.500000,0.718750
21.218750,0.718750
21.890625,0.671875
38.468750,0.625000
39.078125,0.609375
43.015625,0.609375
43.625000,0.609375
44.265625,0.640625
44.953125,0.687500
45.656250,0.703125
46.328125,0.671875
57.656250,0.625000
58.296875,0.640625
67.796875,0.656250
68.468750,0.671875
69.125000,0.656250
75.031250,0.703125
75.671875,0.640625
76.312500,0.640625
76.984375,0.671875
77.656250,0.671875
95.968750,0.625000
96.609375,0.640625
97.218750,0.609375
113.812500,0.625000
114.453125,0.640625
115.062500,0.609375
115.687500,0.625000
116.328125,0.640625
117.000000,0.671875
117.687500,0.687500
118.359375,0.671875
119.000000,0.640625
119.640625,0.640625
120.296875,0.656250
120.921875,0.625000
121.546875,0.625000
122.156250,0.609375
122.812500,0.656250
123.437500,0.625000
124.062500,0.625000
124.687500,0.625000
125.296875,0.609375
125.937500,0.640625
126.609375,0.671875
127.281250,0.671875
127.921875,0.640625
128.546875,0.625000
129.187500,0.640625
129.828125,0.640625
130.500000,0.671875
131.109375,0.609375
131.687500,0.578125
132.281250,0.593750
132.890625,0.609375
133.546875,0.656250
134.218750,0.671875
134.843750,0.625000
135.437500,0.593750
136.046875,0.609375
136.671875,0.625000
137.312500,0.640625
137.968750,0.656250
138.578125,0.609375
139.171875,0.593750
139.781250,0.609375
140.390625,0.609375
141.031250,0.640625
141.656250,0.625000
142.281250,0.625000
142.906250,0.625000
143.578125,0.671875
144.296875,0.718750
145.015625,0.718750
145.687500,0.671875
146.328125,0.640625
146.984375,0.656250
147.625000,0.640625
148.296875,0.671875
148.937500,0.640625
149.546875,0.609375
150.140625,0.593750
150.734375,0.593750
151.375000,0.640625
152.078125,0.703125
152.765625,0.687500
153.390625,0.625000
154.031250,0.640625
154.687500,0.656250
155.375000,0.687500
156.062500,0.687500
156.687500,0.625000
157.296875,0.609375
157.921875,0.625000
158.546875,0.625000
159.187500,0.640625
159.796875,0.609375
160.406250,0.609375
161.000000,0.593750
161.640625,0.640625
162.281250,0.640625
162.906250,0.625000
163.500000,0.593750
164.078125,0.578125
164.703125,0.625000
165.312500,0.609375
165.937500,0.625000
166.531250,0.593750
167.125000,0.593750
167.734375,0.609375
168.343750,0.609375
168.921875,0.578125
169.515625,0.593750
170.078125,0.562500
170.640625,0.562500
171.187500,0.546875
171.718750,0.531250
172.265625,0.546875
172.828125,0.562500
173.406250,0.578125
173.968750,0.562500
174.531250,0.562500
175.062500,0.531250
175.609375,0.546875
176.171875,0.562500
176.734375,0.562500
177.281250,0.546875
177.843750,0.562500
178.375000,0.531250
178.906250,0.531250
179.453125,0.546875
180.031250,0.578125
180.625000,0.593750
181.203125,0.578125
181.765625,0.562500
182.359375,0.593750
182.984375,0.625000
183.671875,0.687500
184.359375,0.687500
184.968750,0.609375
185.562500,0.593750
186.187500,0.625000
186.828125,0.640625
187.484375,0.656250
188.125000,0.640625
188.734375,0.609375
189.359375,0.625000
190.000000,0.640625
190.656250,0.656250
191.312500,0.656250
191.906250,0.593750
192.515625,0.609375
193.140625,0.625000
193.781250,0.640625
194.453125,0.671875
195.093750,0.640625
195.703125,0.609375
196.343750,0.640625
197.000000,0.656250
197.687500,0.687500
198.328125,0.640625
198.937500,0.609375
199.562500,0.625000
200.203125,0.640625
200.875000,0.671875
201.531250,0.656250
202.140625,0.609375
202.765625,0.625000
203.421875,0.656250
204.109375,0.687500
204.781250,0.671875
205.421875,0.640625
206.046875,0.625000
206.703125,0.656250
207.343750,0.640625
208.031250,0.687500
208.687500,0.656250
209.312500,0.625000
209.937500,0.625000
210.578125,0.640625
211.218750,0.640625
211.859375,0.640625
212.468750,0.609375
213.109375,0.640625
213.765625,0.656250
214.453125,0.687500
215.125000,0.671875
215.765625,0.640625
216.375000,0.609375
216.984375,0.609375
217.609375,0.625000
218.281250,0.671875
218.937500,0.656250
219.562500,0.625000
220.218750,0.656250
220.890625,0.671875
221.578125,0.687500
222.234375,0.656250
222.859375,0.625000
223.515625,0.656250
224.203125,0.687500
224.906250,0.703125
225.562500,0.656250
226.187500,0.625000
226.828125,0.640625
227.500000,0.671875
228.187500,0.687500
228.843750,0.656250
229.453125,0.609375
230.062500,0.609375
230.703125,0.640625
231.406250,0.703125
232.125000,0.718750
232.812500,0.687500
233.468750,0.656250
234.140625,0.671875
234.828125,0.687500
235.531250,0.703125
