63,-19,-1
62,-19,-2
64,-17,0
65,-18,0
60,-18,2
61,-18,1
59,-18,0
58,-18,-2
58,-18,0
61,-19,2
59,-18,-1
57,-18,1
59,-18,1
59,-18,1
